date,daily_return,close_price,news_date,avg_sentiment,article_count,avg_subjectivity,forward_filled
2020-03-09,-7.909216721638545,64.3737564086914,2020-03-09,-0.15555555555555553,3,0.25555555555555554,False
2020-03-10,7.202157201866832,69.01005554199219,2020-03-10,0.021708333333333333,8,0.21454166666666666,False
2020-03-11,-3.47302451243664,66.61331939697266,2020-03-11,0.018623737373737372,14,0.28770743145743144,False
2020-03-12,-9.87549622666728,60.0349235534668,2020-03-12,-0.08304761904761905,5,0.517452380952381,False
2020-03-13,11.980807984854302,67.22759246826172,2020-03-13,0.06921487603305786,11,0.16404958677685952,False
2020-03-16,-12.864700218063463,58.57896423339844,2020-03-14,0.25,2,0.275,True
2020-03-16,-12.864700218063463,58.57896423339844,2020-03-15,0.19642857142857142,4,0.2589285714285714,True
2020-03-16,-12.864700218063463,58.57896423339844,2020-03-16,0.01113636363636364,11,0.20477272727272727,False
2020-03-17,4.397034043226022,61.15470123291016,2020-03-17,0.03467261904761905,12,0.1706349206349206,False
2020-03-18,-2.4480052756669424,59.65763092041016,2020-03-18,0.1040909090909091,4,0.2686363636363637,False
2020-03-19,-0.7662052741594927,59.200531005859375,2020-03-19,0.0,2,0.05,False
2020-03-20,-6.348546536053979,55.44215774536133,2020-03-20,0.08541666666666667,2,0.21041666666666667,False
2020-03-23,-2.1244298388263694,54.26432800292969,2020-03-21,0.11607142857142858,1,0.35714285714285715,True
2020-03-23,-2.1244298388263694,54.26432800292969,2020-03-23,-0.03645833333333333,8,0.13697916666666665,False
2020-03-24,10.032528491252224,59.70841217041016,2020-03-24,0.03333333333333333,7,0.10476190476190475,False
2020-03-25,-0.5508617892869161,59.37950134277344,2020-03-25,0.05394570707070707,12,0.1276199494949495,False
2020-03-26,5.262289942554221,62.50422286987305,2020-03-26,0.3,1,0.45,False
2020-03-27,-4.140210985500426,59.91641616821289,2020-03-27,0.1117003367003367,12,0.2614162457912458,False
2020-03-30,2.8537832415648,61.62630081176758,2020-03-28,0.0,1,0.0,True
2020-03-30,2.8537832415648,61.62630081176758,2020-03-29,1.0,1,0.3,True
2020-03-30,2.8537832415648,61.62630081176758,2020-03-30,0.040625,4,0.26666666666666666,False
2020-03-31,-0.204061104434472,61.50054550170898,2020-03-31,-0.03,5,0.11333333333333333,False
2020-04-01,-5.261692424121833,58.26457595825195,2020-04-01,-0.008928571428571428,7,0.19464285714285715,False
2020-04-02,1.668658215237695,59.236812591552734,2020-04-02,0.175,4,0.3375,False
2020-04-03,-1.4371376639517819,58.385498046875,2020-04-03,0.0,5,0.04,False
2020-04-06,8.723733467281637,63.4788932800293,2020-04-04,0.25,2,0.75,True
2020-04-06,8.723733467281637,63.4788932800293,2020-04-05,0.0,1,0.0,True
2020-04-06,8.723733467281637,63.4788932800293,2020-04-06,0.0125,5,0.0875,False
2020-04-07,-1.1582267021325143,62.7436637878418,2020-04-07,0.045,2,0.16999999999999998,False
2020-04-08,2.5594370093401153,64.34954833984375,2020-04-08,0.05,10,0.145,False
2020-04-09,0.7216141849164748,64.81390380859375,2020-04-09,0.0,5,0.0,False
2020-04-13,1.9627821917279409,66.0860595703125,2020-04-11,0.5,1,0.5,True
2020-04-13,1.9627821917279409,66.0860595703125,2020-04-12,-0.0625,1,0.25,True
2020-04-13,1.9627821917279409,66.0860595703125,2020-04-13,0.008333333333333333,6,0.17916666666666667,False
2020-04-14,5.050293049021293,69.42359924316406,2020-04-14,0.14272727272727273,5,0.27454545454545454,False
2020-04-15,-0.9126995029391738,68.78997039794922,2020-04-15,0.06944444444444443,6,0.12777777777777777,False
2020-04-16,0.7945708943408736,69.33655548095703,2020-04-16,0.1271701388888889,8,0.40512152777777777,False
2020-04-17,-1.3568871140122951,68.39573669433594,2020-04-17,0.05431818181818182,10,0.2018939393939394,False
2020-04-20,-2.0756816184605342,66.97605895996094,2020-04-18,-0.09642857142857142,2,0.4357142857142857,True
2020-04-20,-2.0756816184605342,66.97605895996094,2020-04-19,0.5,1,0.5,True
2020-04-20,-2.0756816184605342,66.97605895996094,2020-04-20,0.052083333333333336,3,0.3229166666666667,False
2020-04-21,-3.090986509826188,64.90583801269531,2020-04-21,0.07636363636363637,6,0.2228787878787879,False
2020-04-22,2.880325196906486,66.77533721923828,2020-04-22,0.10539772727272728,4,0.5079545454545454,False
2020-04-23,-0.3875518616257012,66.51654815673828,2020-04-23,0.12291666666666666,6,0.21666666666666667,False
2020-04-24,2.8869787394719015,68.4368667602539,2020-04-24,-0.10833333333333334,6,0.16666666666666666,False
2020-04-27,0.07064536328629245,68.48521423339844,2020-04-25,0.5,1,0.5,True
2020-04-27,0.07064536328629245,68.48521423339844,2020-04-26,0.13636363636363635,1,0.45454545454545453,True
2020-04-27,0.07064536328629245,68.48521423339844,2020-04-27,0.04248060966810967,16,0.3317888708513709,False
2020-04-28,-1.6208889573145147,67.3751449584961,2020-04-28,-0.025,2,0.1,False
2020-04-29,3.284488327759205,69.58807373046875,2020-04-29,0.03096590909090909,4,0.14258207070707074,False
2020-04-30,2.1096040718127984,71.05610656738281,2020-04-30,0.10127314814814814,36,0.2283179012345679,False
2020-05-01,-1.6099162223816577,69.91216278076172,2020-05-01,0.017012987012987014,28,0.20081709956709956,False
2020-05-04,1.4148700604035946,70.90132904052734,2020-05-02,0.5,1,0.5,True
2020-05-04,1.4148700604035946,70.90132904052734,2020-05-04,0.05735930735930735,7,0.2681818181818182,False
2020-05-05,1.5008965177577993,71.96548461914062,2020-05-05,-0.060416666666666674,6,0.18125,False
2020-05-06,1.0317132176925758,72.70796203613281,2020-05-06,0.02909090909090909,5,0.24696969696969698,False
2020-05-08,2.380199412934214,75.20860290527344,2020-05-08,-0.028571428571428574,7,0.15595238095238098,False
2020-05-11,1.573544935544069,76.39204406738281,2020-05-09,0.5,1,0.5,True
2020-05-11,1.573544935544069,76.39204406738281,2020-05-11,-0.21875,2,0.25,False
2020-05-12,-1.1428205613222553,75.5190200805664,2020-05-12,0.024999999999999998,8,0.15625,False
2020-05-13,-1.2074340281674978,74.607177734375,2020-05-13,-0.11666666666666665,3,0.3,False
2020-05-14,0.6143321465619023,75.06551361083984,2020-05-14,0.05833333333333333,6,0.125,False
2020-05-15,-0.5911889099965317,74.62173461914062,2020-05-15,0.10634920634920635,7,0.17142857142857143,False
2020-05-18,2.356121470387973,76.37991333007812,2020-05-16,0.0,1,0.0,True
2020-05-18,2.356121470387973,76.37991333007812,2020-05-17,0.5,1,0.5,True
2020-05-18,2.356121470387973,76.37991333007812,2020-05-18,0.25,2,0.325,False
2020-05-19,-0.577838891137461,75.93856048583984,2020-05-19,0.027314814814814813,4,0.19351851851851853,False
2020-05-20,1.9448191621391553,77.4154281616211,2020-05-20,-0.0471861471861472,7,0.2824675324675325,False
2020-05-21,-0.7455606314973107,76.83824920654297,2020-05-21,0.027979797979797983,5,0.18808080808080807,False
2020-05-22,0.643836676002385,77.33296203613281,2020-05-22,-0.4,1,0.7,False
2020-05-26,-0.6773455025391173,76.80915069580078,2020-05-25,0.15000000000000002,1,0.55,True
2020-05-26,-0.6773455025391173,76.80915069580078,2020-05-26,0.2388888888888889,3,0.3,False
2020-05-27,0.4356977764851777,77.14380645751953,2020-05-27,0.14181818181818182,10,0.17897727272727273,False
2020-05-28,0.04398009255499602,77.177734375,2020-05-28,0.11666666666666667,4,0.2,False
2020-05-29,-0.09738192774895182,77.10257720947266,2020-05-29,0.43333333333333335,1,0.7333333333333334,False
2020-06-01,1.2298054153828897,78.05078887939453,2020-05-31,-0.2375,2,0.2791666666666667,True
2020-06-01,1.2298054153828897,78.05078887939453,2020-06-01,0.03661616161616162,6,0.40353535353535347,False
2020-06-02,0.46293974755120537,78.41211700439453,2020-06-02,-0.07083333333333332,6,0.4916666666666667,False
2020-06-09,3.157791949566513,83.41986846923828,2020-06-09,0.08833333333333333,4,0.31166666666666665,False
2020-06-10,2.572770883945674,85.56607055664062,2020-06-10,0.1669191919191919,6,0.2517676767676768,False
